rho1,rho3,k_mcp,k_pip,k_dip,Tmax_N,status,grip_close_N,final_slip_mm
0.4363636363636363,0.4363636363636363,0.072,0.165,0.072,19.5,slip,6.470063381177283,8.011354941873213
0.4363636363636363,0.5693452734909306,0.072,0.165,0.09394197012600354,21.407142857142855,slip,7.962039424850743,8.009929266333266
0.4363636363636363,0.7428530093564767,0.072,0.165,0.12257074654381866,23.59285714285714,slip,10.231866054926503,8.015217045496442
0.4363636363636363,0.9692371557358053,0.072,0.165,0.15992413069640787,25.200000000000003,slip,0.0,8.004493186521751
0.4363636363636363,1.26461177679369,0.072,0.165,0.20866094317095885,28.264285714285712,slip,1.1355908573095974,8.008852724014329
0.4363636363636363,1.6500016910631263,0.072,0.165,0.2722502790254159,31.714285714285715,slip,7.050615328277377,8.013801359912653
0.4363636363636363,2.1528390218014946,0.072,0.165,0.3552184385972466,36.3,slip,10.577106944732082,8.006561091360924
0.4363636363636363,2.808915820446815,0.072,0.165,0.4634711103737245,41.31428571428571,slip,18.827039866590198,8.011110719161705
0.4363636363636363,3.6649317512621313,0.072,0.165,0.6047137389582516,47.614285714285714,slip,25.864558311062517,8.009305978137863
0.4363636363636363,4.781818181818182,0.072,0.165,0.7890000000000001,56.93571428571428,slip,39.35451091252516,8.019869988909822
0.5693452734909306,0.4363636363636363,0.09394197012600354,0.165,0.072,19.84285714285714,slip,4.544973889595955,8.016170359757869
0.5693452734909306,0.5693452734909306,0.09394197012600354,0.165,0.09394197012600354,21.9,slip,4.303392517702478,8.018435366542144
0.5693452734909306,0.7428530093564767,0.09394197012600354,0.165,0.12257074654381866,23.72142857142857,slip,3.829100264283941,8.003128060164677
0.5693452734909306,0.9692371557358053,0.09394197012600354,0.165,0.15992413069640787,25.414285714285715,slip,0.0,8.008346121860852
0.5693452734909306,1.26461177679369,0.09394197012600354,0.165,0.20866094317095885,28.41428571428571,slip,0.9651696540496756,8.003537147896694
0.5693452734909306,1.6500016910631263,0.09394197012600354,0.165,0.2722502790254159,32.035714285714285,slip,5.7264981406574815,8.006717626096092
0.5693452734909306,2.1528390218014946,0.09394197012600354,0.165,0.3552184385972466,36.214285714285715,slip,12.253936882274179,8.007204556935298
0.5693452734909306,2.808915820446815,0.09394197012600354,0.165,0.4634711103737245,41.57142857142857,slip,18.167309866331067,8.007672549334353
