case,stiffness,run_idx,q0_mcp_deg,q0_pip_deg,q0_dip_deg,theta_mcp_deg,theta_pip_deg,theta_dip_deg,tip_x_mm,tip_y_mm,tension_N,conv_time_s,saturated
all,k=0,102,0.0643,0.6265,0.994,54.0782,54.626,54.998,94.3945,-15.1411,0.0,1.201,
all,k=0,103,-0.2989,-0.658,-0.2167,54.5572,54.5125,54.6325,94.5792,-15.769,0.0,1.201,
all,k=0,104,0.5061,-0.1215,0.1768,54.8512,54.339,54.5121,94.7151,-16.0841,0.0,1.201,
all,k=0,105,-0.7453,0.4522,-0.4398,54.0741,55.2569,54.3713,94.2438,-15.568,0.0,1.201,
all,k=0,106,-0.6188,0.7259,0.1288,53.8782,55.2082,54.6159,94.1906,-15.2468,0.0,1.201,
all,k=0,107,-0.031,0.7976,-0.828,54.565,55.379,53.7583,94.3716,-16.3734,0.0,1.201,
all,k=0,108,0.3923,-0.344,-0.6492,55.1064,54.5406,54.0552,94.7467,-16.5994,0.0,1.201,
all,k=0,109,0.3496,-0.2744,-0.3402,54.9681,54.4657,54.2685,94.7216,-16.3436,0.0,1.201,
all,k=0,110,0.8874,-0.6014,0.0243,55.2193,54.1364,54.3466,94.8797,-16.4897,0.0,1.201,
all,k=0,111,-0.952,-0.6733,0.7668,53.8015,54.3905,55.5102,94.3543,-14.5715,0.0,1.201,
all,k=0,112,0.5785,0.1137,-0.5551,55.1083,54.629,53.965,94.7256,-16.6625,0.0,1.201,
all,k=0,113,0.1155,-0.9757,0.426,54.6489,54.1038,54.9495,94.7052,-15.6237,0.0,1.201,
all,k=0,114,0.4335,0.2921,0.2227,54.6929,54.5371,54.4723,94.6171,-15.9861,0.0,1.201,
all,k=0,115,-0.8526,-0.5072,0.1488,54.0345,54.6418,55.0259,94.3761,-15.0876,0.0,1.201,
all,k=0,116,-0.2116,0.984,0.8475,53.824,55.0051,54.8732,94.2204,-15.0278,0.0,1.201,
all,k=0,117,-0.696,0.1799,0.3924,53.9208,54.7822,54.9993,94.3051,-15.0168,0.0,1.201,
all,k=0,118,-0.7269,-0.3748,0.4318,54.0066,54.5403,55.1554,94.3902,-14.9766,0.0,1.201,
all,k=0,119,0.8022,-0.3165,-0.5221,55.3325,54.3712,53.9985,94.8577,-16.818,0.0,1.201,
all,k=0,120,0.6436,0.17,-0.0468,54.9461,54.4581,54.298,94.7165,-16.306,0.0,1.201,
all,k=0,121,-0.4877,-0.8547,-0.9642,54.6567,54.7436,54.3019,94.5559,-16.0742,0.0,1.201,
all,k=0,122,0.1599,-0.6178,0.9511,54.4085,54.104,55.1897,94.6258,-15.2688,0.0,1.201,
all,k=0,123,-0.785,-0.0958,-0.2107,54.1347,54.8678,54.6997,94.3565,-15.3903,0.0,1.201,
all,k=0,124,-0.5354,0.4975,0.2874,53.957,54.9753,54.7699,94.272,-15.2028,0.0,1.201,
all,k=0,125,0.4515,-0.8344,-0.2945,55.0947,54.2552,54.3523,94.8122,-16.3868,0.0,1.201,
all,k=0,126,0.0397,-0.1466,-0.9188,54.8884,54.7942,54.0197,94.6168,-16.4506,0.0,1.201,
all,k=0,127,-0.6119,0.89,-0.6749,54.0959,55.5831,54.0232,94.1718,-15.8234,0.0,1.201,
all,k=0,128,0.7041,0.6443,-0.2174,54.8647,54.7904,54.0472,94.6103,-16.4131,0.0,1.201,
all,k=0,129,-0.0664,0.648,0.3614,54.1948,54.8947,54.6127,94.37,-15.4972,0.0,1.201,
all,k=0,130,0.6739,0.5152,0.3825,54.7255,54.5524,54.4243,94.6239,-16.0447,0.0,1.201,
all,k=0,131,0.8259,0.6456,-0.6419,55.1014,54.9066,53.6942,94.655,-16.842,0.0,1.201,
all,k=0,132,0.4964,-0.8266,-0.1483,55.0749,54.207,54.4204,94.8175,-16.3243,0.0,1.201,
all,k=0,133,-0.2065,-0.5957,0.8758,54.2232,54.1835,55.2955,94.5454,-15.0501,0.0,1.201,
all,k=0,134,-0.8104,-0.9902,-0.3542,54.3067,54.6228,54.7727,94.4712,-15.4754,0.0,1.201,
all,k=0,135,0.9815,-0.4706,0.6614,54.967,54.0981,54.6371,94.8093,-16.0901,0.0,1.201,
all,k=0,136,-0.6538,0.1728,0.9168,53.7765,54.5886,55.3371,94.3006,-14.6714,0.0,1.201,
all,k=0,137,0.433,0.961,0.1491,54.4942,55.0076,54.2005,94.4401,-16.0154,0.0,1.201,
all,k=0,138,0.9667,0.6741,0.5565,54.8097,54.5028,54.3898,94.6626,-16.1351,0.0,1.201,
all,k=0,139,0.777,0.263,-0.2873,55.0837,54.5554,54.0631,94.736,-16.5759,0.0,1.201,
all,k=0,140,0.0566,-0.547,0.5551,54.5065,54.2005,54.9952,94.6359,-15.4799,0.0,1.201,
all,k=0,141,-0.6598,0.1544,0.0718,54.0603,54.86,54.782,94.3337,-15.2754,0.0,1.201,
all,k=0,142,0.3438,0.521,-0.7803,54.8912,55.0538,53.7573,94.5538,-16.6321,0.0,1.201,
all,k=0,143,0.2499,-0.1721,0.2284,54.6769,54.3797,54.6456,94.6494,-15.8546,0.0,1.201,
all,k=0,144,0.388,0.171,0.4658,54.6219,54.3905,54.6898,94.629,-15.7807,0.0,1.201,
all,k=0,145,0.0401,-0.0743,-0.4265,54.7493,54.68,54.273,94.6007,-16.1672,0.0,1.201,
all,k=0,146,-0.5417,0.3906,0.3914,53.9538,54.8715,54.877,94.2953,-15.1267,0.0,1.201,
all,k=0,147,-0.609,0.9437,0.3423,53.7409,55.2789,54.6824,94.1279,-15.0939,0.0,1.201,
all,k=0,148,0.0624,0.6824,-0.027,54.3833,54.9887,54.3302,94.409,-15.8392,0.0,1.201,
all,k=0,149,-0.0481,-0.4835,-0.6877,54.8388,54.6396,54.2239,94.6389,-16.2717,0.0,1.201,
all,k=0,150,0.4232,0.6882,0.3556,54.5097,54.7602,54.4323,94.5047,-15.8689,0.0,1.201,
all,k=0,151,-0.2624,0.1514,0.1268,54.3079,54.7072,54.6872,94.4516,-15.535,0.0,1.201,
all,k=0,152,0.8731,-0.2247,-0.6704,55.413,54.4295,53.8598,94.8679,-16.977,0.0,1.201,
all,k=0,153,0.7539,0.7895,-0.9035,55.101,55.1221,53.4791,94.601,-16.9883,0.0,1.201,
all,k=0,154,-0.6036,0.2726,0.5777,53.8898,54.7514,55.0611,94.3018,-14.95,0.0,1.201,
all,k=0,155,0.2134,-0.6168,-0.7647,55.0568,54.5326,54.1128,94.7332,-16.5206,0.0,1.201,
all,k=0,156,0.0119,0.631,-0.5659,54.5618,55.1662,53.9742,94.423,-16.2234,0.0,1.201,
all,k=0,157,-0.8497,0.1021,-0.6164,54.1596,55.0968,54.4458,94.3102,-15.5841,0.0,1.201,
all,k=0,158,-0.8652,0.5465,0.6425,53.6025,54.9996,55.1001,94.1463,-14.6988,0.0,1.201,
all,k=0,159,-0.2033,-0.4118,-0.4458,54.6499,54.6455,54.4068,94.5773,-15.9969,0.0,1.201,
all,k=0,160,-0.2781,0.1538,0.0556,54.3203,54.7377,54.6442,94.4485,-15.5744,0.0,1.201,
all,k=0,161,-0.2893,0.2748,0.3515,54.1739,54.7235,54.8048,94.4035,-15.3489,0.0,1.201,
all,k=0,162,0.1166,-0.2254,0.2478,54.6002,54.3805,54.7216,94.6244,-15.7418,0.0,1.201,
all,k=0,163,0.1838,-0.3194,-0.3936,54.8778,54.5338,54.2906,94.6767,-16.2569,0.0,1.201,
all,k=0,164,0.0915,0.2247,0.2216,54.4877,54.6065,54.608,94.5343,-15.731,0.0,1.201,
all,k=0,165,-0.2343,0.1315,0.9715,54.0516,54.4031,55.2475,94.437,-14.9485,0.0,1.201,
all,k=0,166,-0.144,0.686,-0.8374,54.53,55.3453,53.8269,94.3689,-16.299,0.0,1.201,
all,k=0,167,0.7505,0.8834,-0.4763,54.8987,55.0171,53.7864,94.5652,-16.6181,0.0,1.201,
all,k=0,168,-0.9758,-0.034,-0.6346,54.0985,55.1093,54.4944,94.2872,-15.5028,0.0,1.201,
all,k=0,169,0.9433,0.7954,0.9213,54.6321,54.4698,54.6003,94.6135,-15.8502,0.0,1.201,
all,k=0,170,0.2077,0.0303,0.6654,54.4591,54.3362,54.9069,94.5887,-15.5032,0.0,1.201,
all,k=0,171,0.3047,-0.5029,0.8686,54.5047,54.1389,55.0587,94.6496,-15.4348,0.0,1.201,
all,k=0,172,-0.1206,0.5471,0.0019,54.3121,54.9653,54.4248,94.3916,-15.7184,0.0,1.201,
all,k=0,173,-0.6333,-0.4081,0.1488,54.164,54.602,54.9362,94.4287,-15.2509,0.0,1.201,
all,k=0,174,-0.714,-0.9725,-0.1322,54.304,54.52,54.8783,94.4944,-15.4007,0.0,1.201,
all,k=0,175,0.5244,0.2283,-0.3517,54.9614,54.6509,54.0899,94.6746,-16.4606,0.0,1.201,
all,k=0,176,0.4345,-0.031,0.999,54.4513,54.245,55.0059,94.6073,-15.429,0.0,1.201,
all,k=0,177,0.5521,0.6613,-0.4809,54.8657,54.9604,53.8761,94.569,-16.5308,0.0,1.201,
all,k=0,178,-0.6954,-0.6014,-0.1355,54.2533,54.6456,54.8033,94.4482,-15.4124,0.0,1.201,
all,k=0,179,0.0243,-0.6108,0.5599,54.4965,54.1836,55.0222,94.6365,-15.4534,0.0,1.201,
all,k=0,180,0.7369,-0.368,0.0161,55.0989,54.2349,54.3684,94.8184,-16.379,0.0,1.201,
all,k=0,181,0.1887,0.4448,-0.7051,54.7881,55.0296,53.8846,94.5277,-16.4636,0.0,1.201,
all,k=0,182,-0.4383,0.4614,0.1364,54.0841,54.9692,54.6489,94.3158,-15.3855,0.0,1.201,
all,k=0,183,0.7999,-0.1043,-0.1868,55.1592,54.3449,54.1981,94.8106,-16.5435,0.0,1.201,
all,k=0,184,-0.387,-0.5373,0.3015,54.3041,54.4154,54.9827,94.5189,-15.329,0.0,1.201,
all,k=0,185,-0.4706,0.7246,-0.4587,54.1732,55.3537,54.1753,94.2527,-15.78,0.0,1.201,
all,k=0,186,0.3467,0.1364,0.2569,54.6755,54.4508,54.5759,94.6321,-15.9013,0.0,1.201,
all,k=0,187,0.7908,-0.66,-0.7004,55.4295,54.3204,53.9524,94.8998,-16.9268,0.0,1.201,
all,k=0,188,-0.7562,-0.8471,0.0685,54.1865,54.5145,55.0012,94.4566,-15.2239,0.0,1.201,
all,k=0,189,-0.6685,0.6143,-0.9548,54.2008,55.4689,54.0325,94.2336,-15.8993,0.0,1.201,
all,k=0,190,-0.2508,-0.0536,-0.5669,54.593,54.8238,54.2854,94.5162,-16.0352,0.0,1.201,
all,k=0,191,-0.2882,-0.5544,-0.4363,54.5986,54.6398,54.4638,94.5622,-15.9174,0.0,1.201,
all,k=0,192,0.8537,-0.1656,-0.2283,55.2187,54.3269,54.1566,94.8335,-16.6193,0.0,1.201,
all,k=0,193,0.2223,0.3283,0.3206,54.5074,54.599,54.5958,94.5425,-15.7549,0.0,1.201,
all,k=0,194,-0.8305,0.1638,0.4718,53.81,54.7898,55.1024,94.2658,-14.8592,0.0,1.201,
all,k=0,195,0.5911,0.1771,-0.7389,55.1568,54.7283,53.8171,94.7161,-16.8021,0.0,1.201,
all,k=0,196,-0.8325,-0.3539,0.8551,53.7926,54.4394,55.4702,94.3402,-14.5922,0.0,1.201,
all,k=0,197,-0.0548,0.7909,-0.0807,54.2893,55.1204,54.2926,94.3468,-15.7909,0.0,1.201,
all,k=0,198,0.5102,-0.0297,0.4174,54.7343,54.3363,54.6316,94.6782,-15.9095,0.0,1.201,
all,k=0,199,-0.3656,0.7797,-0.4686,54.2281,55.3588,54.1154,94.2693,-15.8641,0.0,1.201,
all,k=0,200,-0.9876,0.4423,0.3532,53.652,55.0673,54.9829,94.1474,-14.818,0.0,1.201,
all,k=0,201,0.3138,0.3748,0.1725,54.6022,54.6488,54.4512,94.5612,-15.9289,0.0,1.201,
all,k=0,202,-0.7694,0.3384,-0.9868,54.2221,55.3153,54.1648,94.2779,-15.8256,0.0,1.201,
all,k=0,203,-0.6343,-0.1582,-0.2433,54.2504,54.8194,54.6325,94.4062,-15.5273,0.0,1.201,
all,k=0,204,-0.7621,-0.1461,0.2472,54.0082,54.6865,55.0075,94.3568,-15.0796,0.0,1.201,
all,k=0,205,-0.2451,0.417,-0.5382,54.4525,55.1,54.1497,94.4044,-16.0173,0.0,1.201,
all,k=0,206,-0.7123,0.4978,0.3375,53.8223,55.0178,54.8622,94.2168,-15.034,0.0,1.201,
all,k=0,207,-0.1413,-0.7265,0.3274,54.4902,54.2631,54.9489,94.616,-15.4988,0.0,1.201,
all,k=0,208,0.4999,-0.6721,0.3786,54.8647,54.104,54.7336,94.7751,-15.9428,0.0,1.201,
all,k=0,209,-0.2887,0.8302,0.5031,53.9386,55.043,54.7206,94.2499,-15.2223,0.0,1.201,
all,k=0,210,-0.4525,0.8761,-0.9495,54.2897,55.6036,53.8089,94.229,-16.122,0.0,1.201,
all,k=0,211,-0.6304,-0.5162,0.4642,54.0794,54.4588,55.164,94.4336,-15.0278,0.0,1.201,
all,k=0,212,0.0523,-0.0712,-0.5549,54.7963,54.7268,54.1792,94.6043,-16.2686,0.0,1.201,
all,k=0,213,0.5129,-0.7658,-0.5053,55.1876,54.3135,54.2012,94.8271,-16.5641,0.0,1.201,
all,k=0,214,0.6127,-0.0979,0.7536,54.656,54.2592,54.787,94.6711,-15.7409,0.0,1.201,
all,k=0,215,0.2033,0.5791,-0.6252,54.7262,55.0874,53.8886,94.4941,-16.4119,0.0,1.201,
all,k=0,216,-0.3676,-0.2466,-0.0116,54.3673,54.6216,54.7134,94.4914,-15.5638,0.0,1.201,
all,k=0,217,-0.0551,0.6449,-0.6536,54.5417,55.2271,53.9334,94.4017,-16.2355,0.0,1.201,
all,k=0,218,0.703,0.7781,-0.849,55.0534,55.1139,53.5349,94.5886,-16.9124,0.0,1.201,
all,k=0,219,-0.9812,-0.4145,-0.1985,54.0484,54.8283,54.8255,94.3371,-15.2362,0.0,1.201,
all,k=0,220,0.9409,-0.8572,0.5626,55.0496,53.9911,54.6615,94.861,-16.1389,0.0,1.201,
all,k=0,221,-0.0492,-0.7403,-0.2678,54.7529,54.4162,54.5331,94.6652,-15.9918,0.0,1.201,
all,k=0,222,-0.2382,-0.5129,-0.4113,54.6204,54.6268,54.455,94.5723,-15.9406,0.0,1.201,
all,k=0,223,-0.1602,0.9245,-0.0823,54.174,55.244,54.2843,94.2795,-15.706,0.0,1.201,
all,k=0,224,0.9003,-0.9389,-0.8678,55.5171,54.2858,53.8994,94.9348,-17.033,0.0,1.201,
all,k=0,225,-0.9444,0.3319,-0.5595,54.0085,55.27,54.4237,94.2191,-15.4806,0.0,1.201,
all,k=0,226,0.1528,0.5907,-0.3364,54.5877,55.011,54.1035,94.4691,-16.1555,0.0,1.201,
all,k=0,227,-0.5086,0.4508,-0.0482,54.1023,55.0471,54.5528,94.3033,-15.4657,0.0,1.201,
all,k=0,228,-0.7016,-0.8251,0.4743,54.0882,54.3598,55.2542,94.4594,-14.9726,0.0,1.201,
all,k=0,229,0.7208,0.7807,0.0202,54.7891,54.8345,54.0787,94.5758,-16.3317,0.0,1.201,
all,k=0,230,-0.6931,-0.5487,-0.093,54.2287,54.6545,54.819,94.4379,-15.3823,0.0,1.201,
all,k=0,231,0.7037,0.3004,-0.4516,55.0851,54.6673,53.9499,94.709,-16.6544,0.0,1.201,
all,k=0,232,0.5119,-0.1291,0.9655,54.5223,54.2139,54.966,94.638,-15.5124,0.0,1.201,
all,k=0,233,-0.1425,0.6744,-0.9709,54.5737,55.376,53.7525,94.3751,-16.3843,0.0,1.201,
all,k=0,234,0.4364,-0.203,-0.002,54.8912,54.3633,54.4477,94.722,-16.1599,0.0,1.201,
all,k=0,235,-0.6023,0.859,-0.6007,54.0879,55.5345,54.0798,94.1811,-15.7784,0.0,1.201,
all,k=0,236,0.1232,0.1947,0.7169,54.3538,54.4109,54.9376,94.5364,-15.3991,0.0,1.201,
all,k=0,237,-0.0667,0.6598,0.0478,54.2952,55.0071,54.3999,94.376,-15.7221,0.0,1.201,
all,k=0,238,0.9127,0.4332,0.8242,54.7648,54.271,54.6665,94.7035,-15.9097,0.0,1.201,
all,k=0,239,0.8847,0.6045,-0.7553,55.1964,54.9017,53.6041,94.6851,-16.979,0.0,1.201,
all,k=0,240,-0.7511,0.2325,-0.4576,54.146,55.115,54.4413,94.3014,-15.5764,0.0,1.201,
all,k=0,241,-0.2297,-0.6523,0.5243,54.3524,54.2533,55.0965,94.5726,-15.2888,0.0,1.201,
all,k=0,242,0.709,-0.7344,0.0337,55.1298,54.1276,54.4447,94.8538,-16.3513,0.0,1.201,
all,k=0,243,-0.21,0.58,-0.07,54.2635,55.039,54.3997,94.3581,-15.6973,0.0,1.201,
all,k=0,244,0.4616,0.1322,0.9565,54.4805,54.2563,54.9655,94.6143,-15.4798,0.0,1.201,
all,k=0,245,-0.1607,0.9753,-0.1691,54.1868,55.3082,54.2072,94.2682,-15.7689,0.0,1.201,
all,k=0,246,-0.6347,0.5642,-0.4566,54.1166,55.3007,54.2849,94.2471,-15.6606,0.0,1.201,
all,k=0,247,0.1315,0.292,-0.6006,54.766,54.912,54.0241,94.5496,-16.3507,0.0,1.201,
all,k=0,248,-0.9312,0.9741,0.6348,53.4186,55.3091,54.9746,94.0111,-14.6419,0.0,1.201,
all,k=0,249,-0.7526,0.6959,-0.4837,54.0031,55.4369,54.2622,94.1771,-15.5871,0.0,1.201,
all,k=0,250,-0.5054,0.5452,0.5147,53.8853,54.9214,54.8955,94.2606,-15.0604,0.0,1.201,
all,k=0,251,0.6919,-0.7267,0.4952,54.925,54.0587,54.7185,94.8052,-16.001,0.0,1.201,
all,k=0,252,-0.0604,-0.3482,0.4686,54.4295,54.3241,54.9486,94.5817,-15.4512,0.0,1.201,
all,k=0,253,0.6903,-0.3551,-0.6904,55.322,54.4485,53.9317,94.8355,-16.8553,0.0,1.201,
all,k=0,254,0.9834,0.8384,-0.4203,55.0347,54.8752,53.7923,94.6423,-16.722,0.0,1.201,
all,k=0,255,0.6288,-0.8206,0.8251,54.7705,53.9748,54.9569,94.775,-15.7148,0.0,1.201,
all,k=0,256,0.5493,-0.6063,-0.4086,55.1787,54.3126,54.211,94.8245,-16.5502,0.0,1.201,
all,k=0,257,0.1911,-0.2885,0.4725,54.5749,54.281,54.8463,94.6395,-15.6361,0.0,1.201,
all,k=0,258,0.1847,-0.5859,0.2202,54.7186,54.2394,54.7442,94.696,-15.8198,0.0,1.201,
all,k=0,259,-0.9719,-0.7765,-0.6776,54.2323,54.886,54.584,94.3844,-15.5464,0.0,1.201,
all,k=0,260,-0.2926,-0.9762,0.8598,54.2327,54.0944,55.3752,94.569,-15.0027,0.0,1.201,
all,k=0,261,-0.521,-0.4587,-0.2487,54.38,54.672,54.6502,94.4836,-15.6172,0.0,1.201,
all,k=0,262,0.8815,-0.2964,-0.1377,55.2309,54.2398,54.2315,94.8584,-16.5778,0.0,1.201,
all,k=0,263,-0.403,0.9525,-0.2703,54.0777,55.4185,54.206,94.206,-15.684,0.0,1.201,
all,k=0,264,-0.8329,0.316,0.4332,53.7706,54.9049,55.0268,94.2256,-14.8804,0.0,1.201,
all,k=0,265,-0.2555,-0.5772,-0.1815,54.5584,54.5198,54.6241,94.5778,-15.7757,0.0,1.201,
all,k=0,266,-0.1219,0.9906,0.7169,53.9252,55.023,54.754,94.2501,-15.1888,0.0,1.201,
all,k=0,267,0.2418,-0.6122,0.3758,54.6911,54.1959,54.8152,94.6974,-15.7493,0.0,1.201,
all,k=0,268,0.518,-0.8492,-0.241,55.1318,54.2009,54.3696,94.8368,-16.4043,0.0,1.201,
all,k=0,269,-0.3463,0.1409,0.3061,54.1957,54.6684,54.8382,94.4237,-15.3431,0.0,1.201,
all,k=0,270,-0.6372,-0.0607,0.9843,53.8277,54.4353,55.4392,94.3532,-14.641,0.0,1.201,
all,k=0,271,-0.9683,-0.258,-0.3314,54.0747,54.922,54.7055,94.3238,-15.3393,0.0,1.201,
all,k=0,272,-0.1888,0.7384,-0.1234,54.2395,55.1521,54.3106,94.323,-15.7395,0.0,1.201,
all,k=0,273,0.7662,0.1511,-0.1508,55.0683,54.4388,54.1951,94.7595,-16.4734,0.0,1.201,
all,k=0,274,-0.4954,0.6472,0.2884,53.9334,55.0615,54.7073,94.2438,-15.2273,0.0,1.201,
all,k=0,275,-0.5755,-0.7399,-0.7491,54.5265,54.7602,54.4155,94.5101,-15.8936,0.0,1.201,
all,k=0,276,0.8181,-0.1932,0.6406,54.8345,54.2207,54.6471,94.7378,-15.9782,0.0,1.201,
all,k=0,277,0.7907,-0.5473,-0.9349,55.4787,54.4508,53.7728,94.8825,-17.0888,0.0,1.201,
all,k=0,278,-0.6393,0.546,-0.9692,54.242,55.4125,54.0477,94.2606,-15.9213,0.0,1.201,
all,k=0,279,0.1283,-0.6175,0.5333,54.5648,54.1774,54.96,94.6605,-15.5501,0.0,1.201,
all,k=0,280,-0.0412,0.0982,-0.4132,54.653,54.7779,54.2713,94.5464,-16.0923,0.0,1.201,
all,k=0,281,-0.0868,-0.9086,0.619,54.4364,54.1335,55.1323,94.6283,-15.3302,0.0,1.201,
all,k=0,282,0.815,0.5053,-0.0088,54.906,54.5819,54.2142,94.674,-16.3316,0.0,1.201,
all,k=0,283,0.6876,-0.9924,0.3319,55.0344,53.9989,54.6689,94.8543,-16.1217,0.0,1.201,
all,k=0,284,0.5348,-0.3467,0.7131,54.6689,54.196,54.8374,94.6902,-15.7165,0.0,1.201,
all,k=0,285,-0.9996,0.2642,-0.398,53.9491,55.1983,54.5549,94.2166,-15.3442,0.0,1.201,
all,k=0,286,0.2573,-0.4973,-0.5804,55.0079,54.5199,54.1744,94.721,-16.4396,0.0,1.201,
all,k=0,287,0.2523,-0.0061,-0.6254,54.9458,54.698,54.0583,94.6583,-16.4698,0.0,1.201,
all,k=0,288,0.7723,0.7648,0.0991,54.8024,54.7804,54.1194,94.5932,-16.3143,0.0,1.201,
all,k=0,289,0.4122,-0.0972,0.6029,54.6102,54.301,54.791,94.6463,-15.702,0.0,1.201,
all,k=0,290,0.6677,0.5283,-0.5137,55.0004,54.8466,53.8553,94.6388,-16.6518,0.0,1.201,
all,k=0,291,-0.951,0.3165,-0.1775,53.8952,55.1481,54.6589,94.2106,-15.2307,0.0,1.201,
all,k=0,292,0.7885,0.7197,0.0675,54.8388,54.7555,54.108,94.6107,-16.351,0.0,1.201,
all,k=0,293,-0.2451,0.426,0.4187,54.1306,54.7871,54.7845,94.3742,-15.3289,0.0,1.201,
all,k=0,294,0.3646,0.6848,0.1546,54.5387,54.8445,54.319,94.4938,-15.9694,0.0,1.201,
all,k=0,295,0.0321,0.0338,0.778,54.3065,54.3532,55.0425,94.5342,-15.2898,0.0,1.201,
all,k=0,296,-0.2665,0.6838,0.0098,54.1667,55.1024,54.4331,94.3112,-15.5983,0.0,1.201,
all,k=0,297,-0.8293,-0.102,-0.4176,54.1675,54.9506,54.5842,94.3477,-15.4953,0.0,1.201,
all,k=0,298,0.0558,0.7066,-0.6411,54.5909,55.2271,53.8843,94.4172,-16.3079,0.0,1.201,
all,k=0,299,-0.0496,0.165,0.5396,54.3076,54.5077,54.8869,94.4985,-15.3976,0.0,1.201,
all,k=0.1184,0,0.2739,-0.4604,-0.9181,54.1896,54.1313,54.0733,95.3278,-14.7264,15.9801,1.689,
all,k=0.1184,1,-0.9669,0.6265,0.8255,54.0732,54.157,54.1641,95.2823,-14.5723,15.9801,1.8860000000000001,
all,k=0.1184,2,0.2133,0.459,0.0872,54.1535,54.1579,54.0828,95.3095,-14.6914,15.9801,1.214,
all,k=0.1184,3,0.8701,0.6317,-0.9945,54.171,54.1501,54.0731,95.3172,-14.7119,15.9801,2.081,
all,k=0.1184,4,0.7148,-0.9328,0.4593,54.1857,54.0731,54.1354,95.3397,-14.6805,15.9801,1.622,
all,k=0.1184,5,-0.6487,0.7264,0.0829,54.0823,54.1897,54.1222,95.278,-14.6084,15.9801,1.602,
all,k=0.1184,6,-0.4006,-0.1546,-0.9434,54.151,54.1701,54.0732,95.3058,-14.6961,15.9801,1.495,
all,k=0.1184,7,-0.7514,0.3412,0.2944,54.0732,54.1675,54.1535,95.2799,-14.5796,15.9801,1.5,
all,k=0.1184,8,0.2308,-0.2326,0.9944,54.1246,54.0799,54.1897,95.3174,-14.5951,15.9801,1.322,
all,k=0.1184,9,0.9617,0.3711,0.3009,54.1897,54.1098,54.0948,95.3327,-14.7116,15.9801,1.562,
all,k=0.1184,10,0.3769,-0.2222,-0.7298,54.188,54.1331,54.0731,95.3268,-14.7252,15.9801,1.691,
all,k=0.1184,11,0.443,0.0507,-0.3795,54.1896,54.1281,54.0765,95.3285,-14.7242,15.9801,1.549,
all,k=0.1184,12,-0.0283,0.779,0.8681,54.0732,54.16,54.1611,95.2817,-14.5744,15.9801,1.29,
all,k=0.1184,13,-0.2844,0.1431,-0.3563,54.1406,54.1748,54.0789,95.3012,-14.684,15.9801,1.216,
all,k=0.1184,14,0.1886,-0.3242,-0.2168,54.1896,54.1132,54.0914,95.3319,-14.7139,15.9801,1.332,
all,k=0.1184,15,0.7805,-0.5457,0.2464,54.1897,54.0892,54.1153,95.3374,-14.6974,15.9801,1.6320000000000001,
all,k=0.1184,16,-0.832,0.6653,0.5742,54.0732,54.1669,54.1542,95.2801,-14.5792,15.9801,1.762,
all,k=0.1184,17,-0.5213,0.753,-0.8829,54.1222,54.1897,54.0823,95.2916,-14.6672,15.9801,1.855,
all,k=0.1184,18,-0.3278,-0.6994,-0.0993,54.1488,54.1093,54.1361,95.3189,-14.651,15.9801,1.201,
all,k=0.1184,19,0.5926,-0.5387,-0.896,54.1897,54.1249,54.0797,95.3293,-14.722,15.9801,1.871,
all,k=0.1184,20,-0.1909,-0.603,-0.8185,54.1789,54.1422,54.0731,95.3217,-14.7181,15.9801,1.413,
all,k=0.1184,21,0.1607,-0.4026,0.344,54.1683,54.0772,54.1488,95.3329,-14.6576,15.9801,1.218,
all,k=0.1184,22,-0.601,0.8842,-0.2698,54.1013,54.1897,54.1033,95.2845,-14.6363,15.9801,1.795,
all,k=0.1184,23,-0.789,0.2582,0.8543,54.0731,54.1398,54.1813,95.2862,-14.5605,15.9801,1.698,
all,k=0.1184,24,-0.1192,0.9092,-0.0002,54.1088,54.1897,54.0957,95.287,-14.6474,15.9801,1.553,
all,k=0.1184,25,-0.1495,0.2404,0.9902,54.0924,54.1121,54.1897,95.2991,-14.5698,15.9801,1.452,
all,k=0.1184,26,0.8979,-0.0799,0.5155,54.1897,54.0892,54.1153,95.3374,-14.6975,15.9801,1.496,
all,k=0.1184,27,-0.0052,0.0586,0.5716,54.1249,54.0989,54.1705,95.3131,-14.6085,15.9801,1.211,
all,k=0.1184,28,-0.1707,0.469,0.4223,54.0923,54.1616,54.1403,95.2878,-14.6037,15.9801,1.214,
all,k=0.1184,29,0.8641,-0.7701,0.458,54.1897,54.0788,54.1258,95.3397,-14.6902,15.9801,1.622,
all,k=0.1184,30,0.8548,0.9359,-0.9706,54.1635,54.1575,54.0732,95.3129,-14.7059,15.9801,2.109,
all,k=0.1184,31,0.7273,0.9624,0.9144,54.1368,54.1396,54.1178,95.308,-14.6542,15.9801,1.201,
all,k=0.1184,32,-0.7025,0.9453,0.7799,54.0731,54.1688,54.1522,95.2796,-14.5805,15.9801,1.823,
all,k=0.1184,33,0.6447,-0.04,-0.5353,54.1897,54.125,54.0795,95.3292,-14.7221,15.9801,1.7530000000000001,
all,k=0.1184,34,0.6038,0.8471,-0.4677,54.1597,54.1614,54.0731,95.3108,-14.703,15.9801,1.82,
all,k=0.1184,35,0.0779,-0.1145,0.862,54.1176,54.0869,54.1897,95.3134,-14.5896,15.9801,1.282,
